start_date,end_date,mltrace_logging_times,mltrace_metric_computation_times,prometheus_logging_times,prometheus_metric_computation_times,num_points
2020-03-01,2020-03-03,0.5739092826843262,0.011931180953979492,0.10676240921020508,0.0033931732177734375,8664
2020-03-03,2020-03-05,0.6263227462768555,0.022217750549316406,0.1357278823852539,0.21141982078552246,8372
2020-03-05,2020-03-07,0.6076340675354004,0.031723976135253906,0.1305999755859375,0.2540321350097656,8424
2020-03-07,2020-03-09,0.727147102355957,0.09902405738830566,0.06551647186279297,0.42202138900756836,8606
2020-03-09,2020-03-11,0.6287722587585449,0.052008628845214844,0.18971776962280273,0.6153197288513184,8355
2020-03-11,2020-03-13,0.6282305717468262,0.13662338256835938,0.06237649917602539,0.9483497142791748,8322
2020-03-13,2020-03-15,0.6364240646362305,0.16879034042358398,0.0639333724975586,1.1268155574798584,8308
2020-03-15,2020-03-17,0.5028519630432129,0.17447590827941895,0.06338119506835938,1.2599549293518066,8220
2020-03-17,2020-03-19,0.6752820014953613,0.1932666301727295,0.06333255767822266,1.5654306411743164,8240
2020-03-19,2020-03-21,0.4750657081604004,0.21058058738708496,0.2627558708190918,1.7641022205352783,7928
2020-03-21,2020-03-23,0.47812461853027344,0.389207124710083,0.26233577728271484,1.927736759185791,7648
2020-03-23,2020-03-25,0.4681386947631836,0.24608898162841797,0.06163644790649414,2.0977210998535156,7559
2020-03-25,2020-03-27,0.5015201568603516,0.30124878883361816,0.06174612045288086,2.38043475151062,7856
2020-03-27,2020-03-29,0.471463680267334,0.2956845760345459,0.31692075729370117,2.868624448776245,7859
2020-03-29,2020-03-31,0.5109715461730957,0.16145586967468262,0.06035470962524414,3.0667037963867188,7785
2020-03-31,2020-04-02,0.7629332542419434,0.1692192554473877,0.061315059661865234,3.0204391479492188,7856
2020-04-02,2020-04-04,0.8232784271240234,0.6108946800231934,0.07047557830810547,3.6727335453033447,7855
2020-04-04,2020-04-06,0.4634523391723633,0.798886775970459,0.0626688003540039,4.1626527309417725,7689
2020-04-06,2020-04-08,0.4955172538757324,0.6651816368103027,0.06566095352172852,4.19704532623291,7786
2020-04-08,2020-04-10,0.8545589447021484,0.4196302890777588,0.06553030014038086,4.768380165100098,7682
2020-04-10,2020-04-12,0.4903120994567871,0.430591344833374,0.07029056549072266,5.094178915023804,7674
2020-04-12,2020-04-14,0.9119296073913574,0.4359407424926758,0.06809139251708984,4.939298868179321,7700
2020-04-14,2020-04-16,0.8915810585021973,0.8040299415588379,0.06706619262695312,5.784839153289795,7802
2020-04-16,2020-04-18,0.4970669746398926,0.5015318393707275,0.06496143341064453,6.367358207702637,7767
2020-04-18,2020-04-20,0.4731941223144531,0.2680540084838867,0.06202554702758789,6.026583194732666,7737
2020-04-20,2020-04-22,0.5325808525085449,0.5056238174438477,0.0715022087097168,6.405701637268066,7858
2020-04-22,2020-04-24,0.49005603790283203,0.5284423828125,0.06717634201049805,6.691343069076538,7888
2020-04-24,2020-04-26,0.47707271575927734,0.6269588470458984,0.06551885604858398,8.432739973068237,7858
2020-04-26,2020-04-28,0.4953436851501465,1.0331182479858398,0.0647287368774414,8.213784217834473,7744
2020-04-28,2020-04-30,0.5123805999755859,0.7715699672698975,0.0638422966003418,7.84566330909729,7932
2020-04-30,2020-05-02,0.471066951751709,0.5574705600738525,0.06337594985961914,8.4691002368927,7841
2020-05-02,2020-05-04,0.5496697425842285,0.3654005527496338,0.08041954040527344,9.525126934051514,7837
2020-05-04,2020-05-06,0.5488801002502441,1.0087380409240723,0.07320594787597656,9.937708139419556,7920
2020-05-06,2020-05-08,0.4722476005554199,0.651639461517334,0.06275033950805664,9.577039957046509,7975
2020-05-08,2020-05-10,0.49259471893310547,0.9926161766052246,0.06592702865600586,11.132466554641724,7855
2020-05-10,2020-05-12,0.7801637649536133,1.0605173110961914,0.06787919998168945,10.443723201751709,7984
2020-05-12,2020-05-14,0.9782118797302246,1.144313097000122,0.12889671325683594,11.305999040603638,8069
2020-05-14,2020-05-16,0.5195889472961426,0.7747769355773926,0.06771421432495117,12.093955755233765,7973
2020-05-16,2020-05-18,0.5157785415649414,1.1537086963653564,0.07204961776733398,12.439910650253296,8013
2020-05-18,2020-05-20,0.5130386352539062,0.7912828922271729,0.06743621826171875,12.421900510787964,7972
2020-05-20,2020-05-22,0.5005936622619629,1.2151453495025635,0.06496572494506836,13.355710506439209,8124
2020-05-22,2020-05-24,1.575951099395752,1.0363068580627441,0.1476755142211914,13.766580581665039,8035
2020-05-24,2020-05-26,0.5126776695251465,0.8400533199310303,0.0680546760559082,15.084785461425781,8036
2020-05-26,2020-05-28,0.5336513519287109,1.3837063312530518,0.08129072189331055,13.766065835952759,8192
2020-05-28,2020-05-30,0.9297418594360352,1.3676807880401611,0.24383163452148438,16.341034650802612,8252
