start_date,end_date,mltrace_logging_times,mltrace_metric_computation_times,prometheus_logging_times,prometheus_metric_computation_times,postgres_metric_computation_times,num_points
2020-03-01,2020-03-03,0.5775775909423828,0.011249065399169922,0.1079106330871582,0.003354787826538086,0.019093036651611328,8664
2020-03-03,2020-03-05,0.6330933570861816,0.0600886344909668,0.06366586685180664,0.11519360542297363,0.03383922576904297,8372
2020-03-05,2020-03-07,0.5922784805297852,0.03164792060852051,0.06411552429199219,0.2624015808105469,0.09768819808959961,8424
2020-03-07,2020-03-09,0.637141227722168,0.09989547729492188,0.15809249877929688,0.39945387840270996,0.12155270576477051,8606
2020-03-09,2020-03-11,0.6197824478149414,0.10565185546875,0.17540216445922852,0.5526046752929688,0.14742255210876465,8355
2020-03-11,2020-03-13,0.6401638984680176,0.13752222061157227,0.0644230842590332,0.8335635662078857,0.09826421737670898,8322
2020-03-13,2020-03-15,0.49765920639038086,0.2767486572265625,0.2058267593383789,0.9181280136108398,0.338897705078125,8308
2020-03-15,2020-03-17,0.5264039039611816,0.08422684669494629,0.23020648956298828,1.115248203277588,0.22963929176330566,8220
2020-03-17,2020-03-19,0.7162094116210938,0.09584212303161621,0.06766796112060547,1.4691121578216553,0.3550598621368408,8240
2020-03-19,2020-03-21,0.6800336837768555,0.3739349842071533,0.06188344955444336,1.553847074508667,0.4628636837005615,7928
2020-03-21,2020-03-23,0.496457576751709,0.11658644676208496,0.060614585876464844,1.7055253982543945,0.3023717403411865,7648
2020-03-23,2020-03-25,0.6724147796630859,0.24681401252746582,0.05915975570678711,2.1517603397369385,0.20744848251342773,7559
2020-03-25,2020-03-27,0.46735525131225586,0.2995877265930176,0.296567440032959,2.1402909755706787,0.6497592926025391,7856
2020-03-27,2020-03-29,0.46497678756713867,0.1528794765472412,0.0630483627319336,2.529808759689331,0.40025854110717773,7859
2020-03-29,2020-03-31,0.7287049293518066,0.3087453842163086,0.061767578125,2.882058620452881,0.26808714866638184,7785
2020-03-31,2020-04-02,0.46570301055908203,0.34252071380615234,0.062026023864746094,3.2909083366394043,0.45532917976379395,7856
2020-04-02,2020-04-04,0.5250644683837891,0.3479578495025635,0.07059812545776367,3.403045415878296,0.3058176040649414,7855
2020-04-04,2020-04-06,0.8114008903503418,0.3551628589630127,0.1237025260925293,3.4597654342651367,1.2344400882720947,7689
2020-04-06,2020-04-08,0.5198507308959961,0.20602965354919434,0.06765508651733398,4.015325307846069,0.7332758903503418,7786
2020-04-08,2020-04-10,0.8453788757324219,0.40024662017822266,0.06348657608032227,4.116271018981934,0.5371012687683105,7682
2020-04-10,2020-04-12,0.507080078125,0.6923432350158691,0.06787729263305664,1.4845011234283447,0.9415745735168457,7674
2020-04-12,2020-04-14,0.5095834732055664,0.24842405319213867,0.06853389739990234,4.893073558807373,0.6175847053527832,7700
2020-04-14,2020-04-16,0.9224071502685547,0.5159914493560791,0.06323671340942383,769.6197519302368,0.8174257278442383,7802
2020-04-16,2020-04-18,0.5155272483825684,0.46959924697875977,0.06570720672607422,5.0782880783081055,0.6473085880279541,7767
2020-04-18,2020-04-20,0.46587181091308594,0.2826521396636963,0.06234264373779297,5.961475849151611,0.6652145385742188,7737
2020-04-20,2020-04-22,0.5338993072509766,0.8709170818328857,0.06798744201660156,6.321019887924194,1.115380048751831,7858
2020-04-22,2020-04-24,0.5316853523254395,0.8469324111938477,0.07097959518432617,6.306675434112549,1.130894660949707,7888
2020-04-24,2020-04-26,0.531740665435791,0.30332255363464355,0.06642723083496094,7.010563135147095,0.8502979278564453,7858
2020-04-26,2020-04-28,1.0294809341430664,0.5622704029083252,0.07393836975097656,7.427833557128906,0.7919900417327881,7744
2020-04-28,2020-04-30,0.5110125541687012,0.3262672424316406,0.06799507141113281,7.874717712402344,0.8282558917999268,7932
2020-04-30,2020-05-02,0.5225081443786621,0.8284728527069092,0.06442070007324219,8.852210283279419,0.8431117534637451,7841
2020-05-02,2020-05-04,0.47335052490234375,1.032745361328125,0.061409950256347656,8.781718969345093,1.3144609928131104,7837
2020-05-04,2020-05-06,1.0683250427246094,0.6391208171844482,0.06347370147705078,8.709353685379028,0.8667840957641602,7920
2020-05-06,2020-05-08,0.4760274887084961,0.509770393371582,0.06485462188720703,9.052761316299438,1.751216173171997,7975
2020-05-08,2020-05-10,0.5081911087036133,0.7230970859527588,0.06641340255737305,10.0169677734375,1.7637438774108887,7855
2020-05-10,2020-05-12,1.1642074584960938,0.7199926376342773,0.072174072265625,10.594657182693481,1.4779293537139893,7984
2020-05-12,2020-05-14,0.5198907852172852,0.7401466369628906,0.06774091720581055,10.401920557022095,1.5229580402374268,8069
2020-05-14,2020-05-16,0.5068697929382324,0.770979642868042,0.06815671920776367,12.171106338500977,1.0584769248962402,7973
2020-05-16,2020-05-18,0.501929759979248,1.1365821361541748,0.06842613220214844,12.445467948913574,1.3451616764068604,8013
2020-05-18,2020-05-20,0.9278974533081055,1.136920690536499,0.12272167205810547,12.73013687133789,1.0415875911712646,7972
2020-05-20,2020-05-22,0.49062013626098633,1.2549867630004883,0.06435394287109375,11.991829633712769,1.6515171527862549,8124
2020-05-22,2020-05-24,0.54449462890625,0.8285691738128662,0.0719900131225586,12.8741295337677,1.9592175483703613,8035
2020-05-24,2020-05-26,0.8847603797912598,1.234250783920288,0.13110065460205078,14.240170955657959,1.6797575950622559,8036
2020-05-26,2020-05-28,0.5382790565490723,0.4763202667236328,0.08795356750488281,15.6605863571167,1.3457036018371582,8192
2020-05-28,2020-05-30,0.5259389877319336,0.9208085536956787,0.06584835052490234,14.86277461051941,1.605146884918213,8252
